ProbeID	geneName	"absolute expression, parental strain t=0 (arbitrary units)"	wt t=0	wt t=10	wt t=20	wt t=30	wt t=45	wt t=60	wt t=90	wt t=120	gat1-deletion t=0	gat1-deletion t=10	gat1-deletion t=20	gat1-deletion t=30	gat1-deletion t=45	gat1-deletion t=60	gat1-deletion t=90	gat1-deletion t=120	gcn4-deletion t=0	gcn4-deletion t=10	gcn4-deletion t=20	gcn4-deletion t=30	gcn4-deletion t=45	gcn4-deletion t=60	gcn4-deletion t=90	gcn4-deletion t=120	leu3-deletion t=0	leu3-deletion t=10	leu3-deletion t=20	leu3-deletion t=30	leu3-deletion t=45	leu3-deletion t=60	leu3-deletion t=90	leu3-deletion t=120
10010_at	ATP14	7.689	0	-0.364012054	-0.834306703	-1.027154052	-0.292781749	-0.253384236	-0.360645202	-0.393965276	0.078563669	-0.264236151	-0.632268215	-0.341416524	-0.008630305	-0.180147861	-0.829443681	-0.553851968	0.582079992	-0.038436182	0.10780329	0.477944251	0.650634722	0.61705613	0.067938829	-0.313826296	-0.172487516	-0.411426246	-0.49057013	-0.401630467	-0.421155961	-0.253384236	-0.448900951	-0.480265122
10011_at		0.162	0	0.182786076	0.103146927	0.17299399	0.120294234	0.100051014	0.067938829	0.18606493	0.158429363	-0.049630768	0.103146927	0.10780329	0.241270432	0.125006361	0.013043037	-0.186500558	0.042456799	0.386468347	0.01887801	0.131313235	0.177881725	0.140825544	-0.012926174	-0.002882509	0.045431429	0.01887801	0.140825544	-0.028569152	-0.010063683	-0.024319679	0.030619235	-0.186500558
10012_at		0.859	0	-1.480782124	-1.623398682	-1.740711733	-1.308011315	-1.276198865	-0.912266628	-0.82130204	0.49410907	-0.992768431	-0.932817103	-0.553851968	-0.079975377	0.194294815	-0.678973308	-0.121678557	2.442222329	0.192645078	-0.734655433	-0.440420721	-0.953078953	-0.627606838	-0.5290713	-0.681674142	0.962969269	-0.741574847	-0.397255346	-0.273814245	-0.014355293	0.325539348	-0.097610797	-0.236339539
10013_at	YHC1	1.015	0	0.187707155	-0.124328135	-0.606915942	-0.182692298	-0.149259365	-0.192825404	-0.020057652	0.023269779	0.219269964	-0.064882852	-0.159629186	-0.034215715	-0.150559677	-0.385154897	-0.002882509	-0.304511042	0.03948829	0.084670324	0.089267338	-0.09895848	-0.22527493	0.038006323	-0.008630305	-0.001441974	0.10780329	-0.237563718	0.090802937	-0.176322773	-0.005759269	0.080087911	0.18606493
10014_at	ECM38	2.889	0	-0.72334012	-0.523060062	-0.387362541	-0.361768359	-0.668119125	-0.737254104	-0.71633248	-0.429749851	-0.901494455	-0.950841638	-0.896078055	-0.695993813	-0.292781749	-0.562669826	-0.666302128	0.281035664	-0.403813062	-0.305678743	-0.334568276	-0.10433666	0.084670324	-0.325386415	-0.804053559	0.526992432	-0.140124224	0.058893689	-0.457331625	-0.067638717	-0.489542936	-0.273814245	-0.220329955
10015_at	EXG1	22.2	0	-0.763836459	-0.545968369	-0.973060173	-0.909197063	-0.801572569	-0.75787666	-0.741574847	0.351074441	0	0.057391664	-0.094911647	0.084670324	0.222632891	-0.446785562	-0.037030731	0.253257284	-0.141432791	-0.09085343	0.066427362	-0.066261442	0.086201035	0.114035243	-0.695993813	0.120294234	-0.160920188	0.01887801	-0.292781749	-0.028569152	-0.136191386	-0.146655222	0.131313235
10016_at		13.55	0	-0.164786278	-0.112366523	-0.609754962	-0.021479727	-0.089498151	-0.137503524	0.064917477	0.253257284	-0.167357928	0	-0.119024103	0.058893689	-0.093560176	-0.195347598	0.169744676	-0.426533138	-0.565597176	-0.425459305	-0.319617934	-0.291603558	-0.078609835	-0.048236186	-0.244887059	-0.117695043	-0.10433666	-0.202887833	0.00433459	-0.224040274	0.030619235	0.02620507	-0.039840265
10017_at		0.24	0	0.03209363	-0.027154052	0.131313235	0.174621396	-0.067638717	-0.066261442	0.272297327	-0.22650853	-0.299830762	0.15682011	-0.158337027	0.246395464	0.104697379	0.045431429	-0.045442971	-0.205392513	0.03948829	0.19759996	-0.074505436	-0.069014678	-0.133563526	-0.169925001	0.358453971	-0.236339539	-0.162210036	-0.085424656	-0.044044333	-0.012926174	-0.034215715	-0.227741076	-0.088141597
10018_at	MET17	0.23	0	-0.037030731	0.222632891	0.246395464	0.17299399	-0.064882852	-0.046840254	0.007231569	-0.151858817	-0.308011315	-0.09895848	-0.007195501	0.064917477	0.020340448	-0.129612738	0.00433459	-0.240008965	-0.084064265	-0.132247798	-0.088141597	-0.23511432	-0.175045486	-0.296310561	0.318325858	-0.201633861	-0.227741076	-0.13093087	-0.202887833	-0.337996464	-0.147957881	-0.32998465	-0.264236151
10019_at	ACO1	29.5	0	-1.614003045	-1.731617723	-1.599317794	-0.495695163	-0.32308179	-0.756169328	-0.633198686	-0.431890348	-1.622930351	-0.547943311	-0.506906555	-0.449957484	-0.662661255	-1.417920008	-1.244278199	-1.000721167	-1.419538892	-0.615416297	-0.296310561	0.090802937	0.080087911	-0.201633861	-1.482332021	-0.319617934	-0.941857519	-0.190298792	-0.371837617	-0.15704371	-0.432959407	-0.562669826	-0.852797893
10020_at	STT4	1.873	0	-0.339137385	-0.550900665	-0.646162657	-0.3021728	-0.470927257	-0.695102986	-0.63505783	-0.279768422	-0.426533138	-0.491596594	-0.59454855	-0.147957881	-0.261831659	-0.588804567	-0.39176772	-0.574343754	-0.052415894	-0.242450074	-0.409255147	-0.311503115	-0.240008965	-0.408168371	-0.733788169	-0.368489001	-0.282143229	0.069451881	-0.551885103	-0.343692069	-0.719840555	-0.458382004	-0.420078116
10021_at	UBC12	1.428	0	-0.5290713	-0.655351829	-0.448900951	-0.376290383	-0.086783766	-0.196607044	-0.046840254	-0.231432408	-0.686164326	-0.883620816	-0.620117165	-0.008630305	-0.425459305	-0.575312331	-0.341416524	-0.328836464	-0.63505783	-0.459431619	-0.507921465	-0.283329168	-0.224040274	-0.361768359	-0.195347598	-0.440420721	-0.644317778	-0.500802053	-0.244887059	-0.337996464	-0.399444565	-0.455228571	-0.528071165
10022_at	CDA1	0.196	0	0.231074664	0.161653263	0.45600928	0.384583703	0.282789701	0.181149439	0.81857936	-0.097610797	0.134477041	0.336427665	0.10780329	0.220950447	0.279283757	0.430508908	0.634867407	-0.004321606	0.200912694	0.144010303	0.067938829	0.265344567	0.190997225	0.411195433	0.454031631	-0.224040274	-0.102993993	-0.093560176	-0.063502942	-0.011495639	0.104697379	0.375197235	0.411195433
10023_at	CDA2	0.217	0	0.1376478	0.06039728	0.689659879	0.1376478	0.084670324	0.080087911	0.200912694	0.064917477	0.029146346	0.17299399	0.110915901	0.09696173	0.036525876	0.142417045	0.078563669	-0.200378798	0.066427362	0.316528107	-0.021479727	-0.015782997	-0.012926174	-0.067638717	0.388355457	0.01449957	-0.220329955	-0.046840254	-0.086783766	-0.102993993	-0.066261442	0.092340172	-0.272620455
10024_at	IMH1	2.053	0	0.02180437	-0.147957881	0.03948829	-0.020057652	-0.280956314	-0.415758667	-0.151858817	-0.142740172	-0.021479727	-0.031395196	-0.126972856	0.166502663	-0.097610797	-0.232660757	-0.231432408	-0.132247798	-0.153156788	-0.137503524	-0.190298792	0.030619235	0.17299399	-0.22650853	-0.69777382	-0.185232254	0.117161344	0.030619235	0.128156351	0.017417053	-0.316145742	-0.038436182	-0.227741076
10025_at	CDC25	0.338	0	-0.115033243	-0.171206827	0.020340448	-0.173767068	-0.210388864	-0.321928095	-0.134878054	-0.008630305	-0.088141597	0.16326792	0.06039728	0.375197235	0.09696173	-0.216610069	-0.147957881	-0.172487516	-0.079975377	-0.029982866	-0.113700499	-0.109694865	0.061902439	-0.264236151	-0.374065718	-0.248534836	0.013043037	0.001443417	-0.079975377	-0.073134705	-0.269033146	-0.18142064	-0.180147861
10026_at		0.399	0	-0.007195501	-0.014355293	0.459972731	0.15521265	-0.03562391	0.02180437	0.152003093	-0.045442971	-0.38294387	-0.10701825	0.121863233	0.086201035	0.153606979	0.164884385	0.086201035	0.204233052	0.134477041	0.434402824	-0.015782997	0.090802937	0.13289427	-0.078609835	0.13289427	0.106249498	-0.111031312	0.007231569	0.126580497	-0.032806145	-0.004321606	0.001443417	-0.132247798
10027_at		0.276	0	0.015957574	-0.128293401	0.351074441	-0.051024003	-0.257010618	-0.206643224	-0.085424656	-0.002882509	-0.411426246	-0.310340121	-0.227741076	-0.13093087	-0.195347598	0.007231569	-0.298658316	0.382701517	-0.007195501	0.128156351	0.027674958	-0.085424656	0.078563669	-0.211635253	-0.146655222	0.15521265	-0.158337027	-0.328836464	-0.027154052	-0.051024003	-0.22897257	-0.145351386	-0.263034406
10028_at	SPH1	1.423	0	-0.481298942	-0.347098671	0.2968993	-0.142740172	0.081613766	0	-0.084064265	0.045431429	-0.738119289	-0.752748591	-0.923719679	-0.057970069	0.343732465	-0.136191386	0.03209363	0.364013496	-0.163498732	-0.205392513	-0.275007047	-0.328836464	-0.171206827	0.084670324	0.450084446	-0.253384236	-0.751035177	-0.717210299	-0.358396262	-0.077242999	0.023269779	-0.132247798	-0.371837617
10029_at	CDC3	1.828	0	-0.277389699	0.142417045	0.067938829	0.036525876	-0.164786278	-0.077242999	0.388355457	0.304006187	-0.126972856	-0.010063683	-0.125651102	0.095419565	-0.060739158	-0.137503524	0.01449957	0.03209363	-0.385154897	-0.160920188	-0.108357178	0.013043037	-0.01720929	0.120294234	0.158429363	-0.041242982	-0.249748715	-0.138814469	0.184424571	-0.185232254	-0.092207438	0.229382353	0.13289427
10030_at	NKP2	0.767	0	-0.509949146	-0.374065718	-0.186500558	-0.138814469	-0.128293401	-0.255802837	0.17299399	0.043943348	-0.317304068	-0.516015147	-0.416839742	-0.224040274	-0.074505436	0.027674958	0.045431429	0.281035664	-0.192825404	-0.113700499	-0.275007047	-0.301002256	-0.046840254	0.1376478	-0.32998465	-0.162210036	-0.36960607	-0.633198686	-0.430820497	-0.399444565	-0.267835392	0.100051014	-0.342554745
10031_at	TAD3	9.595	0	0.490050854	0.637109357	0.371459681	0.295128036	0.284545873	0.279283757	0.446148032	0.202571918	0.75389599	0.60823228	0.209227962	0.373327247	0.413115187	0.298672743	0.106249498	-0.10433666	0.662003536	0.729770093	0.436353731	0.293358943	0.298672743	0.343732465	0.438307279	-0.217851097	0.244685096	-0.075874867	0.070966521	0.027674958	-0.438292852	0.351074441	0.275786313
10032_at	CDC46	2.004	0	-0.005759269	-0.113700499	-0.14404637	0.212567535	-0.045442971	-0.260627908	-0.310340121	-0.497740089	-0.317304068	-0.227741076	0.195946441	0.496142467	0.378944497	-0.410341105	-0.172487516	-0.018634174	0.001443417	-0.276198865	-0.348232419	0.092340172	0.293358943	0.114035243	-0.493647334	-0.540027269	-0.271425676	-0.008630305	0.098505545	0.177881725	0.001443417	-0.096261853	0.100051014
10033_at	SMD2	1.139	0	0.390245038	0.219269964	0.01887801	0.249822294	-0.123003954	-0.105678078	0.222632891	-0.149259365	0.184424571	-0.192825404	-0.277389699	-0.025737561	-0.260627908	-0.243669081	0.033569533	-0.456280482	0.15521265	0.112474729	-0.031395196	0.045431429	-0.201633861	0.200912694	0.377069649	-0.222804561	-0.034215715	-0.32998465	-0.066261442	-0.387362541	-0.154453593	-0.014355293	-0.096261853
10034_at	DBP9	5.702	0	0.537424112	-0.222804561	-0.403813062	0.002888279	-0.182692298	-0.397255346	-0.361768359	-0.10433666	0.077041036	0.334607229	0.125006361	0.537424112	0.145605322	-0.432959407	-0.153156788	-0.534061602	0.66428809	0.289827252	0.219269964	-0.136191386	-0.301002256	-0.029982866	-0.14404637	-0.33571191	-0.037030731	0.00433459	0.06340917	-0.093560176	-0.038436182	-0.113700499	-0.247319935
10035_at	YSH1	2.167	0	-0.002882509	-0.248534836	-0.242450074	-0.005759269	-0.109694865	-0.313826296	-0.059355278	-0.109694865	-0.249748715	0.001443417	-0.25821739	0.03948829	0.048412205	-0.319617934	-0.240008965	-0.372952098	-0.020057652	-0.215367972	-0.13093087	-0.062121712	0.007231569	-0.191562651	-0.561692721	-0.469885976	-0.271425676	-0.22650853	-0.297484916	-0.244887059	-0.291603558	-0.073134705	-0.361768359
10036_at		0.548	0	-0.41467678	-0.580145484	-0.014355293	-0.548929769	-0.715454127	-0.679874148	-0.601221086	-0.525066592	-0.720716243	-0.180147861	-0.257010618	0.043943348	-0.449957484	-0.46571332	-0.609754962	-0.23511432	-0.145351386	-0.411426246	-0.407080775	0.049904906	-0.242450074	-0.471967788	-0.538041453	-0.401630467	-0.196607044	0.377069649	0.054392297	-0.364012054	-0.659011171	-0.389566812	-0.503857533
10037_at		1.247	0	-0.177598929	-0.075874867	0.878321443	0.187707155	0.011587974	-0.066261442	-0.263034406	-0.416839742	-0.695993813	-0.444667067	-0.311503115	-0.160920188	0.114035243	-0.147957881	-0.177598929	-0.250961574	-0.088141597	0.234465254	-0.064882852	-0.154453593	-0.241230036	-0.518031493	0.212567535	-0.149259365	-0.2880632	-0.240008965	0.23786383	-0.39176772	-0.105678078	-0.333423734	-0.276198865
10038_i_at		7.501	0	-0.435095152	-0.737254104	-0.46048047	-0.983312871	-0.705756782	-1.040541794	-0.90303827	-0.541019153	-1.128293401	-1.613060107	-1.312665174	-1.105678078	-0.970117398	-1.138159145	-1.340847077	0.020340448	-0.59072177	-0.381837084	-0.318461465	-0.629473197	-0.292781749	-0.643394453	-0.562669826	-0.431890348	-1.286881148	-1.20851726	-0.915329676	-1.22650853	-1.121015401	-1.168642036	-1.044044333
10039_s_at		0.822	0	-0.448900951	-0.562669826	-0.03562391	-0.561692721	-0.543000877	-0.633198686	-0.524063676	-0.439357178	-0.805705185	-0.887525271	-0.718964336	-0.563646269	-0.436161839	-0.507921465	-0.739848103	0.011587974	-0.40053793	-0.301002256	-0.14404637	-0.634128558	-0.525066592	-0.638768944	-0.301002256	-0.124328135	-0.786596362	-0.794935663	-0.23878686	-0.8623522	-0.532067552	-0.55875743	-0.625738062
10040_at		0.684	0	-0.309176187	-0.560714954	-0.13093087	-0.195347598	-0.206643224	-0.355016264	-0.190298792	-0.264236151	-0.552868871	-0.492622329	-0.598365205	-0.178873958	-0.222804561	-0.479230561	-0.381837084	0.614845103	-0.034215715	-0.133563526	0.043943348	-0.418999465	-0.205392513	-0.23878686	-0.073134705	0.282789701	-0.45206823	-0.475084883	-0.222804561	-0.439357178	-0.311503115	-0.331131922	-0.296310561
10041_at		0.39	0	-0.089498151	-0.10701825	1.329159664	-0.070389328	-0.041242982	-0.132247798	0.106249498	-0.078609835	-0.071762669	-0.056583528	-0.011495639	0.125006361	0.115597447	0.051399153	-0.020057652	-0.328836464	-0.100304906	0.140825544	0.092340172	-0.167357928	-0.046840254	-0.192825404	1.008682243	-0.09895848	-0.121678557	0.06340917	0.586405918	-0.192825404	0.011587974	-0.008630305	0.002888279
10042_at		0.31	0	-0.253384236	-0.266636643	0.305788392	-0.034215715	-0.206643224	-0.18142064	0.072482754	-0.115033243	-0.355016264	-0.242450074	-0.183962835	0.051399153	0.084670324	-0.241230036	-0.180147861	0.002888279	-0.290424404	-0.241230036	-0.185232254	-0.121678557	-0.155749233	-0.057970069	-0.001441974	-0.172487516	-0.09085343	-0.270229907	0.1376478	-0.158337027	-0.163498732	0.12973393	0.007231569
10043_at	ECI1	2.488	0	0.017417053	-0.194087052	0.295128036	-0.59454855	-0.607862903	-0.513995979	-0.326537348	-0.121678557	-0.772307975	-0.728573603	-0.999278472	-0.705756782	-0.686164326	-0.689746438	-0.828631582	0.087733372	-0.783247097	-0.686164326	-0.754459974	-0.533064922	-0.46571332	-0.411426246	0.215914857	0.046921047	-0.463622457	-0.824564212	-0.459431619	-0.808179084	-1.680324357	-0.530070742	-0.586884813
10044_at	NNT1	4.463	0	-0.33571191	-0.089498151	-0.314986485	-0.451013243	-0.533064922	-0.589763487	-0.35614381	-0.176322773	-0.355016264	-0.491596594	-0.379620962	-0.105678078	-0.37517848	-0.478195258	-0.711054322	-0.815575429	-0.719840555	-0.59072177	-0.794103899	-0.500802053	-0.609754962	-0.651683181	-0.570462931	-0.501821265	-0.410341105	-0.715454127	-0.506906555	-0.453122447	-2.043694461	-0.504874589	-0.538041453
10045_at	CTS1	29.16	0	-0.355016264	-0.13093087	-0.260627908	-0.272620455	-0.447843644	-0.350497247	-0.671746267	0.224317298	0.080087911	0.514573173	0.150400989	0.590744853	0.610433188	-0.448900951	-0.13093087	0.897006007	0.713118852	0.15682011	0.038006323	-0.380729449	-0.279768422	0.150400989	-0.824564212	0.200912694	-0.092207438	0.086201035	-0.190298792	0.15521265	0.033569533	0.03948829	0.286304185
10046_at		0.389	0	0.254977851	0.09696173	-0.014355293	0.029146346	-0.138814469	-0.055195654	0.055891201	0.227692025	0.114035243	0.118726939	0.18606493	0.382701517	-0.049630768	-0.324234562	-0.201633861	-0.13093087	0.248107862	-0.134878054	-0.126972856	-0.162210036	-0.301002256	-0.115033243	-0.141432791	-0.231432408	-0.151858817	-0.319617934	-0.002882509	-0.244887059	-0.265436896	-0.270229907	-0.230203013
10047_f_at	RPS30A	154.9	0	-0.048236186	-0.142740172	-0.437227739	-0.101650076	-0.232660757	-0.102993993	0.134477041	-0.059355278	-0.031395196	-0.463622457	-0.049630768	0.030619235	0.01449957	-0.063502942	-0.012926174	-0.126972856	-0.192825404	-0.176322773	0.192645078	-0.197865391	-0.412510571	-0.206643224	-0.243669081	-0.133563526	-0.096261853	-0.295135249	-0.049630768	-0.286881148	-0.070389328	0.00433459	0.010134377
10048_at	MEC3	1.234	0	-0.039840265	-0.105678078	-0.525066592	-0.041242982	-0.045442971	0.244685096	0.358453971	0.189351252	0.084670324	-0.182692298	-0.32308179	-0.097610797	0.066427362	0.087733372	0.139235797	0.168122759	0.288064643	0.30222618	0.123433941	-0.151858817	-0.048236186	-0.077242999	0.192645078	-0.425459305	-0.13093087	-0.618238656	-0.368489001	-0.276198865	-0.09895848	0.311148256	0.117161344
10049_at	GUF1	0.452	0	-0.045442971	0.051399153	-0.434027675	-0.060739158	-0.191562651	0.030619235	0.147202107	0.187707155	0.03948829	0.051399153	0	0.072482754	-0.084064265	-0.038436182	-0.039840265	-0.119024103	0.005782353	-0.037030731	-0.09895848	-0.012926174	-0.022900402	-0.048236186	0.177881725	0.125006361	0.152003093	-0.121678557	0	0.051399153	0.061902439	0.345564459	0.090802937
10050_at		5.865	0	0.103146927	0.349235441	-1.633198686	-0.696884091	-0.759581973	-0.66448284	0.18606493	0.529072743	0.98279071	0.40927823	-0.59645814	-0.694211608	-0.709290636	-0.242450074	-0.176322773	0.340075442	-0.913798965	-1.221567789	-0.576280258	-0.69777382	-0.966430467	-0.577247536	0.03948829	0.309359421	0.249822294	-0.773996325	-0.466757616	-0.59645814	-0.63691458	-0.162210036	0.184424571
10051_at	GCD7	5.477	0	0.081613766	-0.263034406	-1.115699153	0.236163541	-0.124328135	-0.145351386	-0.13093087	-0.140124224	0.023269779	-0.111031312	0.347398782	0.612637459	0.45600928	0.13289427	-0.27857955	0.305788392	0.625934282	0.17299399	0.334607229	0.2968993	0.078563669	0.072482754	0.140825544	-0.186500558	0.248107862	0	-0.045442971	0.347398782	-0.521050737	-0.010063683	-0.029982866
10052_at	SEC72	4.526	0	-0.128293401	-0.260627908	-0.715454127	0.01887801	-0.232660757	0.10159814	0.239566125	-0.248534836	-0.318461465	-0.293958979	-0.067638717	-0.09895848	0.06340917	-0.35952117	0.190997225	-0.332278283	-0.230203013	-0.408168371	-0.082702589	-0.232660757	-0.257010618	0.210896782	0.367731785	-0.227741076	-0.654435541	-0.646162657	0.017417053	-0.35952117	0.275786313	0.166502663	0.229382353
10053_at	GSP1	32.88	0	-0.403813062	-0.23388806	-0.498761466	0.045431429	-0.205392513	-0.206643224	-0.420078116	-0.447843644	-0.436161839	-0.211635253	-0.038436182	0.035046947	0.139235797	-0.440420721	-0.292781749	-0.695993813	0.104697379	-0.217851097	0.010134377	-0.010063683	-0.192825404	-0.140124224	-0.80240004	-0.39176772	-0.576280258	0.083141235	-0.297484916	-0.028569152	-0.401630467	-0.097610797	-0.154453593
10054_at		8.508	0	-0.449957484	-0.764685853	-0.924479992	-0.458382004	-0.219091058	-0.34596403	-0.381837084	0.040971781	-0.321928095	-0.523060062	-0.3021728	-0.147957881	-0.159629186	-0.839959587	-0.443606651	0.483984853	-0.13093087	-0.097610797	0.244685096	0.195946441	0.454031631	0.055891201	-0.077242999	-0.092207438	-0.623866862	-0.501821265	-0.411426246	-0.34596403	-0.265436896	-0.297484916	-0.250961574
10055_at		1.45	0	-0.020057652	0.181149439	0.072482754	-0.202887833	0.001443417	-0.015782997	0.145605322	0.023269779	0.005782353	0.038006323	-0.005759269	0.169744676	0.083141235	-0.067638717	-0.094911647	0.043943348	-0.09895848	0.078563669	0.12973393	0.242976753	0.058893689	0.080087911	0.20756107	0.095419565	0.02180437	0.038006323	0.03948829	-0.025737561	-0.957543201	0.109358756	0.067938829
10056_at	NDL1	1.981	0	0.081613766	-0.011495639	0.029146346	-0.205392513	-0.029982866	-0.10433666	0.199255376	-0.176322773	-0.116364757	-0.081339627	0.184424571	0.459972731	0.024736678	-0.011495639	-0.086783766	0.236163541	0.067938829	0.424687669	0.432454552	0.510457064	0.277533976	0.17299399	0.710755715	-0.051024003	-0.021479727	0.066427362	0.496142467	0.251538767	-1.060047384	0.224317298	0.444183845
10057_at		0.391	0	0.140825544	-0.086783766	0.691988685	0.166502663	0.103146927	0.254977851	0.078563669	0.001443417	-0.178873958	-0.153156788	0.090802937	-0.045442971	0.103146927	-0.086783766	-0.180147861	-0.22897257	0.075520008	0.072482754	0.279283757	-0.10433666	-0.071762669	-0.15704371	0.115597447	0.045431429	-0.285698126	0.008682243	0.380821784	-0.13093087	0	0.09696173	0.049904906
10058_at	HAP1	2.447	0	-0.280956314	-0.27857955	-0.077242999	0.008682243	-0.480265122	-0.064882852	0.06039728	0.005782353	-0.024319679	0.612637459	-0.011495639	0.227692025	0.086201035	0.075520008	-0.071762669	0.209227962	0.323732592	0.377069649	0.407363571	0.573466862	0.192645078	0.150400989	-0.277389699	-0.070389328	0.265344567	0.284545873	-0.079975377	0.309359421	-1.065572312	0.281035664	0.204233052
10059_at		9.208	0	-1.075190314	-0.982582947	-0.341416524	-0.751892138	-0.941857519	-0.605968359	-0.221567789	-0.102993993	-0.84478735	-0.625738062	-0.595503661	-0.311503115	-0.517023672	-0.252173413	-0.093560176	-0.112366523	-1.175684271	-0.805705185	-0.387362541	-0.367371066	-0.570462931	-0.431890348	-0.374065718	0.03209363	-0.377401431	-1.177598929	-0.397255346	-0.374065718	-1.799916203	0.095419565	0.1376478
